idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
0	166.493724122654	136.9373563219328	5	720	after	steeper	steeper	5	7	7
1	182.37527902703957	169.0078104247038	3	24547	the	provence	provence	3	8	8
2	149.3428767170078	-177.57627318441033	5	105	match	stord	stord	5	5	5
3	2.227246529490829	-2496.5965982038547	4	2	nash	transfermal	transfermal	4	11	11
4	-inf	-inf	8	1	jacknife	short	short	8	5	5
5	-inf	-inf	11	1	powerbombed	lets	lets	11	4	4
6	125.007887467848	-1859.8841160202735	6	23	triple	seeming	seeming	6	7	7
7	137.6800865072335	-879.9317672226852	1	100	h	survive	survive	1	7	7
8	172.74289673129468	129.85895978611944	7	236	through	statue	statue	7	6	6
9	-inf	-inf	10	1	announcers	chambles	chambles	10	8	8
10	156.6407197306599	-1479.564847656771	5	38	table	island	island	5	6	6
11	170.15237021649045	143.44476884323782	4	1557	they	rougs	rougs	4	5	5
12	158.7766727095932	-1481.7943320085392	4	37	tell	soutten	soutten	4	7	7
13	163.29482480282644	106.73659155686067	3	230	you	thron	thron	3	5	5
14	182.6094395975647	159.27120985152467	3	2109	are	branches	branches	3	8	8
15	170.45438826174	116.15469443109204	4	159	good	carrison	carrison	4	8	8
16	181.17322761468265	162.31776453094457	3	2816	for	somatic	somatic	3	7	7
17	157.74396229458188	-653.5875612123457	6	76	social	posters	posters	6	7	7
18	73.14537713536632	-2402.9864765864454	9	3	cleansing	neem	neem	9	4	4
19	161.98540118188288	137.49698825543447	3	802	but	territorious	territorious	3	12	12
20	173.11194673454452	127.71200291041733	2	308	do	belied	belied	2	6	6
21	149.30796286302146	46.56346417851863	2	113	nt	hort	hort	2	4	4
22	172.16124865435424	143.393966195667	4	710	when	sender	sender	4	6	6
23	174.03442314965883	151.19885270296336	2	2719	it	deriver	deriver	2	7	7
24	163.05428023630128	126.41767216346156	4	368	will	mariina	mariina	4	7	7
25	162.65951813881682	-1551.381609231191	6	34	happen	colembure	colembure	6	9	9
26	121.40292197486006	-1961.3274437025336	8	21	divorced	alumania	alumania	8	8	8
27	180.0497433806847	165.8022960334795	2	9516	in	chere	chere	2	5	5
28	135.5694713882865	-537.5270626318261	8	83	governor	mant	mant	8	4	4
29	183.96206526040496	170.70189023034064	2	11315	of	pottom	pottom	2	6	6
30	84.2147639100484	-2090.2258890487205	8	16	michigan	evolve	evolve	8	6	6
31	181.7447383462506	161.22362567167406	2	5251	is	hatteran	hatteran	2	8	8
32	154.6656324440376	-1091.365988686004	5	56	chief	train	train	5	5	5
33	151.4540421804376	-1336.2549447364563	9	46	executive	seatrated	seatrated	9	9	9
34	142.4008093976814	90.76067140318864	2	266	us	feltier	feltier	2	7	7
35	166.90363170030403	117.58812453238946	5	296	state	resident	resident	5	8	8
36	84.92698121552388	-2121.2927624245526	4	14	eric	beer	beer	4	4	4
37	-202.7454765534927	-2702.319887845897	6	2	koston	interest	interest	6	8	8
38	139.99282114091932	85.67194654951072	4	341	born	surfles	surfles	4	7	7
39	136.41918125589018	47.513714160954216	5	129	april	resolition	resolition	5	10	10
40	176.4722070567176	158.04311999245795	2	1289	an	sident	sident	2	6	6
41	136.07072514318523	98.96239634961866	8	378	american	probablished	probablished	8	12	12
42	154.1806028444907	-706.9259986211287	12	73	professional	division	division	12	8	8
43	-inf	-inf	12	1	skateboarder	consentation	consentation	12	12	12
44	155.13524139117757	117.07564692138352	4	503	city	programme	programme	4	9	9
45	36.04207393462915	-2440.506892301359	5	3	arica	consited	consited	5	8	8
46	173.61446628175358	144.68305835950733	3	1035	has	migers	migers	3	6	6
47	154.61565015811323	-1933.4286440433173	5	19	urban	silk	silk	5	4	4
48	162.35269008278792	108.32661570892846	4	247	area	spached	spached	4	7	7
49	165.15074049515167	150.70782515625018	3	9145	and	tround	tround	3	6	6
50	184.70106783185645	170.24606222167387	1	7668	a	gallan	gallan	1	6	6
51	154.35153984083627	-330.354409827349	10	91	population	auro	auro	10	4	4
52	137.41314741931512	-1897.6392557094005	11	23	inhabitants	mermaria	mermaria	11	8	8
53	97.98873609358697	-1950.7913421036217	10	22	christians	divanger	divanger	10	8	8
54	137.49103217051547	-2245.017575329384	8	8	disagree	charies	charies	8	7	7
55	176.47231712561415	147.6507807059268	5	586	about	survered	survered	5	8	8
56	181.5893760987672	136.24500118777104	4	204	what	song	song	4	4	4
57	-55.1769159523511	-2520.8393392868084	8	3	idolatry	tank	tank	8	4	4
58	105.62354402714392	-1409.607687113239	9	48	billboard	larvery	larvery	9	7	7
59	117.92167392159682	-2137.230627482537	10	13	mainstream	conternation	conternation	10	12	12
60	154.9654821320251	70.41924850434724	4	128	rock	transmotton	transmotton	4	11	11
61	181.5111831546565	158.48716460076082	3	940	one	supporters	supporters	3	10	10
62	179.69199745311076	160.42918686564428	2	2522	on	hold	hold	2	4	4
63	137.80585122843405	51.46927173124041	6	134	august	missioner	missioner	6	9	9
64	132.10149764394745	84.8754600991737	6	446	united	minster	minster	6	7	7
65	146.16350361942864	-1641.006298278768	7	32	artists	dive	dive	7	4	4
66	137.7961101310892	-1928.5683922839448	6	21	agreed	provided	provided	6	8	8
67	66.96198720275007	-2427.457592258998	10	2	playwright	farmer	farmer	10	6	6
68	-inf	-inf	4	1	alun	propertation	propertation	4	12	12
69	77.9995915835527	-2330.906755121831	4	6	owen	devoltt	devoltt	4	7	7
70	175.472451269334	155.32475037191452	3	4200	was	seament	seament	3	7	7
71	92.5320595401221	-2262.042621510487	5	8	hired	leaned	leaned	5	6	6
72	173.33918397147653	143.32233766078187	5	754	there	transformation	transformation	5	14	14
73	171.1342838357429	143.11304476007518	4	683	many	sulfic	sulfic	4	6	6
74	167.65189106595554	126.03510081478554	9	286	different	arriver	arriver	9	7	7
75	173.76184853423698	84.18382965162425	5	108	parts	receations	receations	5	10	10
76	162.47758525970568	142.25804525295896	2	1276	or	constructure	constructure	2	12	12
77	161.25546828750734	-1578.1363576073495	7	34	regions	lian	lian	7	4	4
78	134.80878524421428	-1552.5933505457433	5	36	brain	flooder	flooder	5	7	7
79	162.11149610977307	134.92773969526343	5	882	first	steels	steels	5	6	6
80	151.32243280083011	101.29290656786144	6	222	series	festions	festions	6	8	8
81	172.59053936468712	130.45423654747736	4	219	four	mate	mate	4	4	4
82	149.00691342406154	-949.0634339523316	6	62	movies	distribution	distribution	6	12	12
83	149.38746562700112	-1267.698421929182	10	46	scientists	produced	produced	10	8	8
84	175.0893784886634	144.9013157494942	3	778	had	faither	faither	3	7	7
85	166.395333536026	-1348.8164663161792	7	42	already	meliza	meliza	7	6	6
86	148.4970412745628	-1814.159238205356	7	24	learned	deliberation	deliberation	7	12	12
87	151.82976235881853	-1613.783687247893	3	32	why	sease	sease	3	5	5
88	164.0013130222364	-1005.8106335697704	7	60	certain	sense	sense	7	5	5
89	148.06703511640234	-2210.346674726173	10	8	substances	subsease	subsease	10	8	8
90	174.60235664208886	-483.7612291547137	4	82	give	northwan	northwan	4	8	8
91	180.5457468492179	123.35059316781565	3	148	off	beating	beating	3	7	7
92	138.01515824211774	-2322.3586347110227	14	4	characteristic	schologe	schologe	14	8	8
93	149.31996037274564	-1567.5866185452007	6	34	colors	marriage	marriage	6	8	8
94	162.9244980003766	77.6978597744965	5	122	light	poster	poster	5	6	6
95	136.34293653124843	-2120.3550961276687	6	13	heated	foter	farmer	6	5	6
96	173.10664141373073	-2163.1752512680387	9	9	otherwise	sabethound	foter	9	10	5
