idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
0	166.76683807566897	142.02765503478113	1	1830	0	sisilassa	sisilassa	1	9	9
1	166.36736502941207	130.0458085835606	1	810	1	kirjoitus	kirjoitus	1	9	9
2	114.00656729879375	-171.97709014811582	1	93	2	kokosuus	kokosuus	1	8	8
3	157.5080186079326	142.0491188593631	1	3352	3	alus	alus	1	4	4
4	149.29159561810414	71.75162861827623	1	134	4	varsinaisesti	varsinaisesti	1	13	13
5	162.0263468114003	146.56347167795084	1	6372	5	ratollisuuden	ratollisuuden	1	13	13
6	-13.48231024559333	-2510.359389243725	1	2	6	toisia	toisia	1	6	6
7	153.285720701742	109.36895874996274	1	396	7	eläimet	eläimet	1	7	7
8	71.46540107073496	-2384.4016268343607	1	4	8	maatie	maatie	1	6	6
9	139.73544704011132	-1722.3720858106055	1	28	9	eläkköin	eläkköin	1	8	8
10	124.15007652945808	-2081.93908596056	2	14	10	merkittäviä	merkittäviä	2	11	11
11	107.67110067525618	-1906.5848524024943	2	22	11	toiminut	toiminut	2	8	8
12	141.17094357516578	90.15810591115394	2	194	12	kirjassa	kirjassa	2	8	8
13	-inf	-inf	2	1	13	saattaa	saattaa	2	7	7
14	118.2820174751294	-1919.7346252611064	2	21	14	tättä	tättä	2	5	5
15	140.67582065780502	121.18207040983494	2	13359	15	talossa	talossa	2	7	7
16	93.26623008701492	-2246.524075478749	2	9	16	mainitus	mainitus	2	8	8
17	144.4263302527039	99.1143087207036	2	371	17	maalilta	maalilta	2	8	8
18	165.85835141730644	150.27046531168276	2	17641	18	koska	koska	2	5	5
19	137.38995590281158	93.95916765893844	2	455	19	hallitus	hallitus	2	8	8
20	125.23845979234552	51.018754819865045	2	194	20	oikeuden	oikeuden	2	8	8
21	157.38956246146313	146.7699888419413	2	17353	21	metsän	metsän	2	6	6
22	136.8380154210506	61.2023821795712	2	133	22	lyhyetti	lyhyetti	2	8	8
23	139.03769829108765	76.70641868736656	2	193	23	keskitys	keskitys	2	8	8
24	150.5540858615579	115.56198702145312	2	856	24	linta	linta	2	5	5
25	-58.42586359944094	-2553.502098098375	2	2	25	kauppakesteman	kauppakesteman	2	14	14
26	170.96686904408702	116.74497102579272	2	337	26	ohjelmassa	ohjelmassa	2	10	10
27	147.4093844663926	65.73865155545421	2	138	27	alalle	alalle	2	6	6
28	165.34102760351112	151.1315415222285	2	3830	28	taloudellisesti	taloudellisesti	2	15	15
29	142.11531269380433	105.59713013268458	2	563	29	karsintojen	karsintojen	2	11	11
30	156.8696300148195	129.79371353180787	2	1243	30	neljästään	neljästään	2	10	10
31	123.25628406878528	-875.8747656503223	2	63	31	hallintaan	hallintaan	2	10	10
32	128.24798557565504	-1688.1373258711806	2	30	32	maaliskuun	maaliskuun	2	10	10
33	111.09422134425022	-1907.451946949568	2	22	33	englanniskun	englanniskun	2	12	12
34	171.8723178009047	147.21849088416656	2	2459	34	alakuvalle	alakuvalle	2	10	10
35	9.53457851392161	-2489.3472186826903	2	2	35	osalle	osalle	2	6	6
36	85.08420362735905	-2369.131440780043	2	4	36	alle	alle	2	4	4
37	121.33589001685978	49.74466129194928	2	135	37	tapahtui	tapahtui	2	8	8
38	50.87149401548431	-2408.038150970604	2	4	38	keskeisiin	keskeisiin	2	10	10
39	162.41034417080195	120.29538756146398	2	527	39	vanhaa	vanhaa	2	6	6
40	10.212773523472803	-2487.411055273762	2	2	40	suunnitelmaa	suunnitelmaa	2	12	12
41	106.55864534469278	-1752.058916815542	2	28	41	sijaitsee	sijaitsee	2	9	9
42	133.80709224425135	71.21074203704922	2	209	42	tapauksen	tapauksen	2	9	9
43	137.1270013089484	-994.9451035408804	2	58	43	kormaan	kormaan	2	7	7
44	39.06679472910768	-2439.854509278596	2	3	44	toisin	toisin	2	6	6
45	153.2038514564865	82.41886671496762	2	177	45	päättyi	päättyi	2	7	7
46	55.45411346142816	-2418.4960544718933	2	3	46	tunnetun	tunnetun	2	8	8
47	135.66755378200418	65.2605236714851	2	151	47	valmistui	valmistui	2	9	9
48	95.79434753747408	-1945.662909856345	2	21	48	talvella	talvella	2	8	8
49	143.7213169565078	75.15308605976685	2	208	49	tarkkia	tarkkia	2	7	7
50	-inf	-inf	2	1	50	kansalaiset	kansalaiset	2	11	11
51	-inf	-inf	2	1	51	kirjasta	kirjasta	2	8	8
52	64.6225333444262	-2369.496689433782	2	5	52	kirjoituksen	kirjoituksen	2	12	12
53	-inf	-inf	2	1	53	lähtivät	lähtivät	2	8	8
54	52.65853409579199	-2406.546410066792	2	4	54	alusta	alusta	2	6	6
55	103.95255508791604	-2031.8115642724915	2	17	55	poistui	poistui	2	7	7
56	-inf	-inf	2	1	56	kuninkaalliset	kuninkaalliset	2	14	14
57	153.2217706728452	107.1344907893346	2	403	57	koulusta	koulusta	2	8	8
58	119.52663252978304	-2163.7082356232327	2	11	58	nillä	nillä	2	5	5
59	158.858949209766	119.4724289929632	2	426	59	kokoontuu	kokoontuu	2	9	9
60	151.18573823820196	86.49678829722623	2	192	60	kokonut	kokonut	2	7	7
61	134.2587819750326	75.87468068336108	2	165	61	kansainväliset	kansainväliset	2	14	14
62	120.57751531961516	-1794.500857261776	2	26	62	pelkkää	pelkkää	2	7	7
63	153.152724454038	134.21615920036416	2	9930	63	asiassa	asiassa	2	7	7
64	-inf	-inf	2	1	64	koulukan	koulukan	2	8	8
65	64.81469712747186	-2386.5082102080246	2	4	65	pelasivat	pelasivat	2	9	9
66	-inf	-inf	2	1	66	rauhi	rauhi	2	5	5
67	98.69589573326586	-2354.403683604708	2	4	67	rakentamisesti	rakentamisesti	2	14	14
68	58.06141997951178	-2419.0455143920344	2	3	68	nosta	nosta	2	5	5
69	175.75925779308005	139.93425500758394	2	935	69	tarvitsee	tarvitsee	2	9	9
70	117.21061784297996	-1641.9951537427755	2	32	70	land	land	2	4	4
71	138.4475198746644	-647.3687924223048	2	72	71	sarjassa	sarjassa	2	8	8
72	119.3691569594858	-1890.1905494501427	2	22	72	hamua	hamua	2	5	5
73	133.8932321626931	-1823.69921188943	2	24	73	suositun	suositun	2	8	8
