idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
0	162.59360888356136	116.9596727938713	1	590	0	liitto	liitto	1	6	6
1	76.15418747084821	-2279.1313632400324	1	8	1	tuotantoon	tuotantoon	1	10	10
2	135.76542704481838	-2040.5481183773927	1	15	2	pääsyivät	pääsyivät	1	9	9
3	126.65779821338612	-1955.2593834238155	1	19	3	viralla	viralla	1	7	7
4	136.38162574838657	41.291525926484645	1	128	4	tulevat	tulevat	1	7	7
5	103.77698419102563	-2029.9578429255944	1	17	5	tuntaa	tuntaa	1	6	6
6	-inf	-inf	1	1	6	tuotan	tuotan	1	6	6
7	129.97043172402104	-113.31602380308075	1	95	7	maala	maala	1	5	5
8	43.0308710039868	-2392.005757796763	1	5	8	peli	peli	1	4	4
9	133.00001206028236	-918.8566357670212	1	61	9	aukselle	aukselle	1	8	8
10	152.09341038673	106.05546603697584	2	815	10	hallitsi	hallitsi	2	8	8
11	137.06910506936194	25.79225672432444	2	103	11	pallin	pallin	2	6	6
12	136.51696646358715	37.25599767383572	2	121	12	käsitys	käsitys	2	7	7
13	105.61572913548872	-2230.1516480016253	2	9	13	järjestää	järjestää	2	9	9
14	125.15343156975896	-2027.8663265874957	2	16	14	maksettu	maksettu	2	8	8
15	-26.39932590055147	-2528.505012445845	2	2	15	toisiin	toisiin	2	7	7
16	-inf	-inf	2	1	16	päästä	päästä	2	6	6
17	155.22591614815727	116.17200152973994	2	693	17	näytelmä	näytelmä	2	8	8
18	63.78408902838467	-2412.4299920528138	2	3	18	samanneran	samanneran	2	10	10
19	154.77133160539668	-361.4510023317299	2	84	19	maalevan	maalevan	2	8	8
20	154.28199831199458	-1534.9476603250507	2	35	20	minuossa	minuossa	2	8	8
21	121.23812682294212	-1642.830427695679	2	32	21	taasti	taasti	2	6	6
22	-6.8106608792469645	-2507.404970426697	2	2	22	kansalaiset	kansalaiset	2	11	11
23	-82.53586101715842	-2581.366227147699	2	2	23	tulevasti	tulevasti	2	9	9
24	-40.19844332350737	-2544.7561314210725	2	2	24	puolustajat	puolustajat	2	11	11
25	22.713664771917514	-2478.942151069728	2	2	25	tunnetuksi	tunnetuksi	2	10	10
26	163.24089104351586	146.47190939951	2	3738	26	näytelmän	näytelmän	2	9	9
27	-inf	-inf	2	1	27	luotukseen	luotukseen	2	10	10
28	114.73418874634172	-939.8057255083152	2	61	28	vuosikymmentä	vuosikymmentä	2	13	13
29	163.32724009286108	124.2244352853614	2	1501	29	toiminnat	toiminnat	2	9	9
30	149.1765516074278	87.6403384618484	2	237	30	saatuneet	saatuneet	2	9	9
31	162.35513361229138	100.36137627318128	2	197	31	päähänkiä	päähänkiä	2	9	9
32	-inf	-inf	2	1	32	ruotsalainen	ruotsalainen	2	12	12
33	69.33006447762232	-2390.7240436180045	2	4	33	kuuluva	kuuluva	2	7	7
34	45.98415708460294	-2411.4598249121163	2	4	34	suurimman	suurimman	2	9	9
35	129.668237568537	25.64958295454376	2	109	35	mahdollinin	mahdollinin	2	11	11
36	54.50773558542753	-2423.512666968641	2	3	36	jakautui	jakautui	2	8	8
37	129.7022818782406	82.2430568162263	2	269	37	kaloja	kaloja	2	6	6
38	165.3528820236698	126.99074296218522	2	2930	38	maalauksen	maalauksen	2	10	10
39	126.07125207054912	-1293.8278584519558	2	46	39	suhtauksen	suhtauksen	2	10	10
40	105.46430735450188	-2204.9084942947	2	10	40	suuremman	suuremman	2	9	9
41	-inf	-inf	2	1	41	tietyypisti	tietyypisti	2	11	11
42	-inf	-inf	2	1	42	valmistaa	valmistaa	2	9	9
43	109.59692112378173	-2024.411846917348	2	17	43	järjestön	järjestön	2	9	9
44	-inf	-inf	2	1	44	tapahtumat	tapahtumat	2	10	10
45	128.9623547280581	-1412.8288955322164	2	41	45	valtaansa	valtaansa	2	9	9
46	-inf	-inf	2	1	46	somerian	somerian	2	8	8
47	-4.074162369696402	-2504.7222891391816	2	2	47	vuosikyyminen	vuosikyyminen	2	13	13
48	144.2633182169101	60.50976346556309	2	186	48	konserttiin	tulevat	2	11	7
49	126.1949144758255	64.76986648112758	2	252	49	valtakunta	konserttiin	2	10	11
50	133.78991048949956	-878.1282204740305	2	63	50	pieneksi	valtakunta	2	8	10
51	134.79913220198665	56.78910000020827	2	163	51	sijaitse	pieneksi	2	8	8
52	82.17830220670861	-2324.7367981041843	2	6	52	suuraan	sijaitse	2	7	8
53	144.83413551442982	-1419.383313635807	2	40	53	järjestelmän	suuraan	2	12	7
54	-inf	-inf	2	1	54	kanssonivien	järjestelmän	2	12	12
55	107.6769673474424	-1262.6868932047876	2	48	55	muutoksen	kanssonivien	2	9	12
56	77.63313920626148	-2376.609983979976	2	4	56	siirtyvät	muutoksen	2	9	9
57	95.59993284549392	-2309.8843214142853	2	6	57	himonen	siirtyvät	2	7	9
58	51.78627661472962	-2429.382079632972	2	3	58	sijaa	himonen	2	5	7
59	104.46955970191138	-2230.2174152780613	2	9	59	kaupunginosasta	sijaa	2	15	5
60	105.59497014159898	-2078.4156424920498	2	15	60	muutta	kaupunginosasta	2	6	15
61	72.34101014969734	-2328.069218532746	2	6	61	toisen	muutta	2	6	6
62	132.36208575653478	-122.21308929067968	2	95	62	kapellia	toisen	2	8	6
63	-inf	-inf	2	1	63	maasto	kapellia	2	6	8
64	116.2300470642654	-2118.3809673869973	2	13	64	vastaanut	maasto	2	9	6
65	150.95565021684925	62.5332136217661	2	136	65	seuraava	vastaanut	2	8	9
66	165.07626787974445	148.96434899651763	2	22675	66	piiristä	seuraava	2	8	8
67	124.73972661517789	-1484.1926477530787	2	38	67	valmistuksen	piiristä	2	12	8
68	126.78993592369704	67.73458000866597	2	179	68	tuuta	valmistuksen	2	5	12
69	106.40056439546451	-2128.4431753023823	2	13	69	pallanteita	tuuta	2	11	5
70	137.77700217064773	67.05401384577615	2	169	70	tulla	pallanteita	2	5	11
71	156.79870161788128	143.7613469729877	2	9051	71	kunnaksi	tulla	2	8	5
72	129.09113533702416	-1486.9382858788445	2	38	72	kaupungeissa	kunnaksi	2	12	8
73	126.21752262717732	-2150.25380812954	2	11	73	suurimpia	kaupungeissa	2	9	12
74	72.7705154943785	-2401.2660696576067	2	3	74	virallisia	suurimpia	2	10	9
75	120.12049825424076	-1910.0787272542525	2	21	75	edustajat	virallisia	2	9	10
76	-inf	-inf	2	1	76	maininta	edustajat	2	8	9
77	148.08050754934033	106.08143827470268	2	317	77	tehtävätä	maininta	2	9	8
78	100.75295132715056	-2325.317498800443	2	5	78	vastastaa	tehtävätä	2	9	9
79	112.5371585367116	-1599.3669653632571	2	34	79	kenintää	vastastaa	2	8	9
80	137.07828481533437	-1948.3086689433023	2	19	80	rakentimaan	kenintää	2	11	8
81	108.90469783336492	-1039.1765866819126	2	57	81	purkintiin	rakentimaan	2	10	11
82	98.61377332954828	-1000.0107855686654	2	59	82	tieto	purkintiin	2	5	10
83	107.9722711900023	-2302.172540441831	2	6	83	alueen	tieto	2	6	5
84	103.38915643402396	-2254.8678051510897	2	8	84	reng	alueen	2	4	6
85	136.58863232213227	-862.4035462660834	2	63	85	yhdyllä	reng	2	7	4
86	109.31557401730464	-2147.5113755548496	2	12	86	tapponia	yhdyllä	2	8	7
87	124.46156049981116	19.24032759197701	2	105	87	ensimmäisessä	tapponia	2	13	8
88	132.0616306896163	71.85213645005321	2	231	88	antautui	ensimmäisessä	2	8	13
89	101.59801628731972	-2039.341249693152	2	17	89	luonnostui	antautui	2	10	8
90	153.91978358722062	126.11437090031932	2	1453	90	hausaan	luonnostui	2	7	10
91	143.46110307816872	50.68466759969069	2	134	91	poliittisen	hausaan	2	11	7
92	149.6077575165607	86.17636118723497	2	242	92	osallinen	poliittisen	2	9	11
93	120.34192385343482	-1792.1839549571264	2	26	93	johtaja	osallinen	2	7	9
94	141.02969216022035	86.70347659086467	2	183	94	teoksessa	johtaja	2	9	7
95	104.00758953619216	-2250.6154913910045	2	8	95	suhteita	teoksessa	2	8	9
96	133.58172617856073	-403.983960221349	2	83	96	kirkosta	suhteita	2	8	8
97	119.08477195146388	-1989.0204875886236	2	18	97	kannallisia	kirkosta	2	11	8
98	156.7766988454605	89.9427297762865	2	213	98	kuolemaan	tulevat	2	9	7
99	120.71231669722262	6.31546655841913	2	104	99	saarilla	kannallisia	2	8	11
