idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
0	179.2714792338331	165.16819403094863	2	9475	in	communitions	communitions	2	12	12
1	126.88088585291813	-2158.1127800851264	10	11	geological	arronger	arronger	10	8	8
2	171.4090158015372	-1394.4128307936164	5	40	terms	carrel	carrel	5	6	6
3	182.2095482895009	168.94344318497863	3	24924	the	thooting	thooting	3	8	8
4	2.841667448397028	-2498.2879888282177	4	2	rift	serving	serving	4	7	7
5	182.4262739468122	162.00509385756044	2	5211	is	pertinging	pertinging	2	10	10
6	165.46894967508408	86.66147818524006	5	123	young	ment	ment	5	4	4
7	165.24631331802794	150.74013686361218	3	9390	and	dispont	dispont	3	7	7
8	156.10311021923	-1482.6403583306762	6	38	active	protest	protest	6	7	7
9	175.01758054744238	151.5211634446866	2	2788	it	provision	provision	2	9	9
10	-inf	-inf	6	1	widens	initation	initation	6	9	9
11	174.83100276089675	146.41357472248933	5	581	about	nara	nara	5	4	4
12	177.4129769224389	151.76151072252762	3	647	two	struck	struck	3	6	6
13	140.42522680102465	-1695.7406632261254	2	32	cm	pener	pener	2	5	5
14	162.42561072675375	-940.168072314012	3	61	per	production	production	3	10	10
15	171.362093430937	124.0577455861401	4	293	year	los	los	4	3	3
16	178.11869465957295	152.79019823920063	4	1405	this	canding	canding	4	7	7
17	175.47550017776848	142.41066631276595	4	588	time	adcediged	adcediged	4	9	9
18	72.62001829212268	-2281.9609719319506	3	8	nbc	turred	turred	3	6	6
19	174.560882681868	144.5277448642528	3	762	had	tricks	tricks	3	6	6
20	151.11910252822926	77.47524079590167	10	135	television	sou	sou	10	3	3
21	151.52559797008618	-1661.3477771491862	8	30	stations	land	land	8	4	4
22	76.15682912436547	-2351.7524523735524	6	6	nicole	sangel	sangel	6	6	6
23	-inf	-inf	7	1	rochaix	altharge	altharge	7	8	8
24	-inf	-inf	7	1	salmona	stans	stans	7	5	5
25	119.05532852163618	-2227.7904112432807	9	8	distances	automatic	automatic	9	9	9
26	181.23232360524156	162.44459026459893	4	1878	from	bushey	bushey	4	6	6
27	62.67825984539371	-2405.6768316024577	5	3	bourg	pary	pary	5	4	4
28	120.3006370103381	-1665.5159538100625	2	31	en	servance	servance	2	8	8
29	44.85869711391189	-2360.125393463504	6	6	bresse	strain	strain	6	6	6
30	191.9342673825634	174.4004015062561	2	6898	to	semetic	semetic	2	7	7
31	178.72893863583766	151.6128826331512	5	728	other	hinds	hinds	5	5	5
32	153.37723198233553	-630.0392652949615	6	75	cities	servant	servant	6	7	7
33	182.12468517025917	158.6466120394173	3	2158	are	anding	anding	3	6	6
34	162.63518190578912	137.98532429305823	3	754	but	bell	bell	3	4	4
35	151.64473654371426	-1464.159294773514	10	38	eventually	contestrated	contestrated	10	12	12
36	48.186770539010695	-2412.7954872259443	8	4	berkeley	action	action	8	6	6
37	159.65214970587974	56.6746400494588	7	105	changed	pairs	pairs	7	5	5
38	171.53304143417222	147.90266164450895	3	1525	his	mone	mone	3	4	4
39	143.35494162744413	-1969.8839365020117	4	18	mind	factor	factor	4	6	6
40	155.61079405873133	-1435.8562592500812	4	41	told	brading	brading	4	7	7
41	58.177465617146765	-2412.412834814168	5	3	bacon	commons	commons	5	7	7
42	167.97028736301206	-1050.1896935064094	4	55	keep	bedies	bedies	4	6	6
43	157.35076317542843	-1456.4193478920802	8	39	fighting	supmillies	supmillies	8	10	10
44	107.17103566444024	-2148.821150819059	7	12	indians	corrice	corrice	7	7	7
45	150.94412600338023	80.63144676481305	3	145	man	perses	perses	3	6	6
46	165.94486556999647	-517.3941916232673	7	77	working	pich	pich	7	4	4
47	175.0928896864634	154.97408726551933	2	1578	at	deace	deace	2	5	5
48	147.4451238371031	-928.402888243565	4	63	bank	general	general	4	7	7
49	40.45312348807226	-2459.8392581445005	7	2	grabbed	defultion	defultion	7	9	9
50	152.02958143361937	-1682.7910610813894	3	29	gun	reading	reading	3	7	7
51	150.5316538204405	-2086.350466627301	5	13	fired	amin	amin	5	4	4
52	171.03376891941144	-1595.7944089073044	5	33	twice	engeration	engeration	5	10	10
53	50.4010155240616	-2410.0394696835947	7	4	carroll	anton	anton	7	5	5
54	125.4146800957256	-1780.7793731678812	6	29	scored	feral	feral	6	5	5
55	162.04322037324175	136.61474105414052	5	853	first	chape	chape	5	5	5
56	155.00599849284598	-1958.5987978588817	6	19	senior	battens	battens	6	7	7
57	159.61352653007958	-1205.297467969708	4	50	goal	ending	ending	4	6	6
58	181.0112722402957	162.53031531479468	3	2830	for	ather	ather	3	5	5
59	94.9229871179186	22.895972588749764	7	153	england	douches	douches	7	7	7
60	179.8261494242286	160.7519487497894	2	2715	on	sauttent	sauttent	2	8	8
61	131.2452716976679	60.82339109988867	5	156	march	decention	decention	5	9	9
62	163.90174469841526	91.5526807674135	4	136	body	election	election	4	8	8
63	167.91184077894286	-1078.119850672813	4	55	mass	mines	mines	4	5	5
64	122.30610331240878	-2235.112740456952	5	8	index	caller	caller	5	6	6
65	161.8560812353237	141.01045505161812	2	1251	or	come	come	2	4	4
66	53.93985162400095	-2439.1032051861844	3	2	bmi	companication	companication	3	13	13
67	185.0067511713612	170.6373584476701	1	7649	a	composed	composed	1	8	8
68	153.55196635561214	-1904.910323753889	7	20	measure	sear	sear	7	4	4
69	180.3582664977205	157.43626059621832	5	967	which	burring	burring	5	7	7
70	162.80236555276227	-32.24662802193517	5	97	shows	triplised	triplised	5	9	9
71	165.0267258694063	-1724.3207476933662	7	28	whether	origans	origans	7	7	7
72	164.87126455991597	136.56262204933057	6	907	people	primisted	primisted	6	9	9
73	183.96041422695671	154.8078281028077	4	962	have	destant	destant	4	7	7
74	171.64561990156582	94.02498115307688	5	118	right	shapping	shapping	5	8	8
75	150.06979372361783	-1814.4565636770876	6	25	weight	countured	countured	6	9	9
76	180.20225484374745	156.69943915677294	5	793	their	gemplay	gemplay	5	7	7
77	141.8907061034999	-2019.2673396843825	6	16	height	potes	potes	6	5	5
78	168.73570646963606	137.4758307339365	5	418	these	seal	seal	5	4	4
79	156.89743341808858	-1579.049097357629	3	35	key	barge	barge	3	5	5
80	121.87107801256552	-2136.964914895151	8	12	genetics	medial	medial	8	6	6
81	163.0696568611496	133.5343087982493	3	699	her	core	core	3	4	4
82	147.12903898687415	-1215.7483750643305	6	51	studio	colloration	colloration	6	11	11
83	129.2363162115765	66.45782300619248	5	171	album	berman	berman	5	6	6
84	161.77493844478542	-1548.243725921832	6	38	nearly	stees	stees	6	5	5
85	168.2637090274409	137.3458038762628	5	351	three	tay	tay	5	3	3
86	171.2549523670331	132.018956051401	5	392	years	sing	sing	5	4	4
87	166.42881649435716	137.2072798086728	5	751	after	panders	panders	5	7	7
88	124.8999318941096	-2187.500014408684	6	10	filmed	shilking	shilking	6	8	8
89	-inf	-inf	10	1	panavision	hang	hang	10	4	4
90	39.586366700115086	-2435.780042632597	11	3	technicolor	senued	senued	11	6	6
91	155.31685507048869	-1882.3343590280065	8	22	location	andor	andor	8	5	5
92	58.10584378616025	-2377.023798543877	6	5	oregon	sells	sells	6	5	5
93	114.15409264084268	-2120.801049174283	3	13	ram	thills	thills	3	6	6
94	123.60370553386264	-2162.603340032396	5	11	rebel	proming	proming	5	7	7
95	179.52151173924105	153.4259885431031	3	1156	not	player	player	3	6	6
96	179.61716161034494	109.95225944479888	4	123	just	powing	powing	4	6	6
97	-inf	-inf	5	1	decal	memb	memb	5	4	4
98	121.22638247168	-2263.095634853267	7	7	package	ald	ald	7	3	3
99	-inf	-inf	10	1	brokentail	compated	compated	10	8	8
100	168.64385397546326	37.04139662598512	5	101	makes	shait	shait	5	5	5
101	170.58035110695434	-807.5832085052078	4	66	look	infects	infects	4	7	7
102	173.47166289536676	135.1060335629157	4	377	like	carment	carment	4	7	7
103	173.12005881222044	125.53714611961864	7	185	another	controlling	controlling	7	11	11
104	95.52654991216257	-2381.23772924669	4	3	clan	carriet	carriet	4	7	7
105	-inf	-inf	8	1	windclan	disterial	disterial	8	9	9
106	162.84604089091417	73.0417212455053	6	118	killed	domotion	domotion	6	8	8
107	-inf	-inf	10	1	raggedpelt	controlect	controlect	10	10	10
108	178.61270588107854	143.86854883654473	4	536	most	divine	divine	4	6	6
109	154.9927902252597	-1586.1974640217943	4	35	cell	dealing	dealing	4	7	7
