idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
0	51.117806192188816	-2402.953413877028	1	4	0	tietellään	tietellään	1	10	10
1	128.1042466036475	-164.78966446854304	1	93	1	saattaa	saattaa	1	7	7
2	156.28441570563078	136.30765673033528	1	1643	2	koskeva	koskeva	1	7	7
3	154.78364831492087	82.94704682955762	1	198	3	tarkoitus	tarkoitus	1	9	9
4	123.90893759089154	43.22543458329883	1	140	4	kohtaan	kohtaan	1	7	7
5	87.05937346565374	-1802.977043094532	1	27	5	lähettää	lähettää	1	8	8
6	140.99692464971676	-1816.116834002531	1	24	6	kaltanen	kaltanen	1	8	8
7	147.77404272067002	65.51199479109688	1	137	7	teknisiä	teknisiä	1	8	8
8	147.5419184247311	44.815206489658685	1	106	8	liittyvissä	liittyvissä	1	11	11
9	147.07496213799806	123.64005708018205	1	4249	9	nimisen	nimisen	1	7	7
10	152.43793703982803	108.1401056136751	2	569	10	joutunnut	joutunnut	2	9	9
11	118.307729569364	-29.489197238321307	2	222	11	puhavat	puhavat	2	7	7
12	130.1661232152012	6.33043953803935	2	655	12	palkinto	palkinto	2	8	8
13	140.74494392483982	18.04144995711712	2	1486	13	muiden	muiden	2	6	6
14	138.09296594509047	-1327.7627861810695	2	44	14	kunisoiden	kunisoiden	2	10	10
15	157.24945576304182	107.47790010182042	2	474	15	rangansa	rangansa	2	8	8
16	62.02190250491847	-2395.022545506544	2	4	16	nainan	nainan	2	6	6
17	123.57342558042112	-2058.4621811580328	2	15	17	perustivat	perustivat	2	10	10
18	144.34668439915873	91.82319257351004	2	379	18	suurimmaan	suurimmaan	2	10	10
19	159.73347961354216	105.1285726965248	2	378	19	konee	konee	2	5	5
20	-inf	-inf	2	1	20	taloutta	taloutta	2	8	8
21	129.87204113739304	-1852.0871175165844	2	23	21	kotimaan	kotimaan	2	8	8
22	-7.277596528061903	-2504.058752368485	2	2	22	olemaan	nimisen	2	7	7
23	-15.2068573340223	-2515.2266631806306	2	2	23	seuraajana	olemaan	2	10	7
24	145.51606736301895	61.22808035616669	2	177	24	tarkkuudella	seuraajana	2	12	10
25	137.5023582599707	89.00433371321873	2	648	25	olettaa	tarkkuudella	2	7	12
