idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
0	105.253602465832	-2079.2464622408065	1	15	0	linse	linse	1	5	5
1	123.55961193390382	-1244.3290663173275	1	48	1	puolelusta	puolelusta	1	10	10
2	110.8900215273666	-1383.6817836262303	1	43	2	katsoi	katsoi	1	6	6
3	159.79234445941827	64.07818964029124	1	123	3	matkit	matkit	1	6	6
4	136.51302599709058	-698.9132335815067	1	70	4	rekkituoria	rekkituoria	1	11	11
5	104.23037998970344	-1286.1989777946603	1	47	5	opikkaa	opikkaa	1	7	7
6	150.7082593649585	88.01208927687149	1	175	6	kansaalin	kansaalin	1	9	9
7	129.9346813464209	40.4846789546005	1	121	7	laajan	laajan	1	6	6
8	120.32055948061404	-1939.1011969454933	1	20	8	suositus	suositus	1	8	8
9	88.54878174623946	-2340.58933544584	1	5	9	tuloksessa	tuloksessa	1	10	10
10	147.26404949538508	83.82350227760669	2	357	10	martorin	martorin	2	8	8
11	120.69831593358116	-907.9860014669172	2	62	11	nautun	nautun	2	6	6
12	114.06880025290438	-1376.1396847053302	2	43	12	tunnetuu	tunnetuu	2	8	8
13	-inf	-inf	2	1	13	sarjana	sarjana	2	7	7
14	13.402745567859368	-2484.184482283168	2	2	14	politiikin	politiikin	2	10	10
15	107.8077842309947	-1928.7981915218072	2	21	15	pohjoissa	pohjoissa	2	9	9
16	96.73784711182984	-2138.76021761805	2	13	16	viidessä	viidessä	2	8	8
17	-inf	-inf	2	1	17	muilla	muilla	2	6	6
18	-inf	-inf	2	1	18	tuotti	tuotti	2	6	6
19	134.93096171938723	-28.52442541536072	2	102	19	asemaan	asemaan	2	7	7
20	146.61278284137538	57.80823510828747	2	123	20	puolustaja	puolustaja	2	10	10
21	165.68739240718156	146.56696324686348	2	14400	21	tapahtuu	tapahtuu	2	8	8
22	67.22129851613738	-2389.484053070573	2	4	22	ollessa	ollessa	2	7	7
23	110.41860745032317	-2101.657333892682	2	14	23	osaa	osaa	2	4	4
24	161.81964843056494	105.25888062740812	2	230	24	vaikaa	vaikaa	2	6	6
25	-inf	-inf	2	1	25	tunnettu	tunnettu	2	8	8
26	136.06440718852312	101.35020020573178	2	1665	26	kansainväisiä	kansainväisiä	2	13	13
27	100.2006586249206	-2010.9674307472724	2	18	27	poikin	poikin	2	6	6
28	92.10574619344096	-2341.5104168638118	2	5	28	kasvasti	kasvasti	2	8	8
29	161.39755622606657	105.4309469917357	2	326	29	tuleva	tuleva	2	6	6
30	126.67369216204824	-1687.4112653594495	2	30	30	mille	mille	2	5	5
31	140.79972521465385	-1720.9836470849802	2	28	31	elosia	elosia	2	6	6
32	109.6561822176854	43.99631242794674	2	346	32	keski	keski	2	5	5
33	-38.57618738822798	-2539.413383167188	2	2	33	jäten	jäten	2	5	5
34	61.18851585467351	-2397.8730949493875	2	4	34	lappinta	lappinta	2	8	8
35	116.21518776323086	-1063.1943086969177	2	58	35	ranskalaisuuden	ranskalaisuuden	2	15	15
36	59.62992376915991	-2393.0337375257154	2	4	36	puolustajaksi	puolustajaksi	2	13	13
37	131.5752582495314	-1386.5082471177614	2	42	37	suomelle	suomelle	2	8	8
38	117.13778525413136	36.573740570156325	2	134	38	taiteilla	taiteilla	2	9	9
39	74.9723832320121	-2380.731806653225	2	4	39	runossa	runossa	2	7	7
40	133.7033743230302	47.4718088066572	2	140	40	elin	elin	2	4	4
41	-inf	-inf	2	1	41	liittyvä	liittyvä	2	8	8
42	115.17488259435744	-1921.1261604453407	2	21	42	parvisti	parvisti	2	8	8
43	133.9982819175625	-1086.523121616312	2	54	43	vähillä	vähillä	2	7	7
44	150.64609245218583	74.778970099107	2	173	44	kerrostaa	kerrostaa	2	9	9
45	116.0700839369061	-2281.445537368818	2	8	45	saatilaan	saatilaan	2	9	9
46	122.98335723289443	73.02671696703881	2	232	46	lutsevat	lutsevat	2	8	8
47	115.78054770452556	-2169.5757145225675	2	11	47	maalinnon	maalinnon	2	9	9
48	109.83861040683102	-2229.425959259855	2	9	48	alueen	alueen	2	6	6
49	76.5193355317153	-2331.7872455081606	2	6	49	antava	antava	2	6	6
50	57.85494173646951	-2419.428044434895	2	3	50	kertoi	kertoi	2	6	6
51	159.59940469065194	127.6268779545874	2	1070	51	akionin	akionin	2	7	7
52	134.76515393362098	-2064.804003566908	2	14	52	rakenteen	rakenteen	2	9	9
53	138.00378812510388	87.10404883617083	2	297	53	serkossa	serkossa	2	8	8
54	104.61026077237403	-1902.5680640162868	2	22	54	opetti	opetti	2	6	6
55	156.84439121684008	141.565561836853	2	5128	55	sijannettiin	sijannettiin	2	12	12
56	92.67872634477791	-2342.245730452527	2	5	56	kansainvälisenä	kansainvälisenä	2	15	15
57	153.97504918017947	138.6158644517173	2	3260	57	toimittaja	toimittaja	2	10	10
58	162.58764314936823	137.29083384380448	2	10724	58	jalkaan	jalkaan	2	7	7
59	167.87223798996337	89.55027544728168	2	174	59	kaupungin	kaupungin	2	9	9
60	-28.309893551737275	-2528.619482709848	2	2	60	kestokuussa	kestokuussa	2	11	11
61	161.82678089506152	81.98940920864736	2	146	61	kaupunginosissa	kaupunginosissa	2	15	15
62	80.0557281021512	-2374.9295470340567	2	4	62	olin	olin	2	4	4
63	156.93184095515082	96.41067615926896	2	288	63	kolmannen	kolmannen	2	9	9
64	-48.76454969423732	-2546.109226750368	2	2	64	tehokin	tehokin	2	7	7
65	139.92367586010525	-1253.7190343922668	2	47	65	jotaan	jotaan	2	6	6
66	130.7604402221348	36.64780801993945	2	114	66	tekemään	tekemään	2	8	8
67	145.10243945666545	-1421.741288975585	2	40	67	poikeuttaa	poikeuttaa	2	10	10
68	125.5493493906572	-1590.246298851597	2	35	68	suomalla	suomalla	2	8	8
69	128.60096552000826	-1610.406547858603	2	33	69	anderssin	anderssin	2	9	9
70	4.953108256050829	-2494.646998396934	2	2	70	teoksissa	teoksissa	2	9	9
71	-inf	-inf	2	1	71	tehrinyt	tehrinyt	2	8	8
72	136.1867927945995	-2118.361329293294	2	12	72	vankaan	vankaan	2	7	7
73	0.7791103014938681	-2499.8002772514183	2	2	73	muotokauden	muotokauden	2	11	11
74	75.59235729873201	-2397.7463688026846	2	3	74	sijaitsi	sijaitsi	2	8	8
75	144.5633220013528	-1054.0018378834409	2	55	75	kansainvälisten	kansainvälisten	2	15	15
76	128.73723081393987	-1758.217758306613	2	27	76	alkoi	alkoi	2	5	5
