idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
0	148.52758539335605	119.53985645487492	2	2706	he	seconder	seconder	2	8	8
1	174.60852050029578	155.0161115179328	3	4218	was	peament	peament	3	7	7
2	184.4243876465932	170.22149697762163	1	7638	a	constenting	constenting	1	11	11
3	166.746310226462	90.72786127706496	6	163	member	partres	partres	6	7	7
4	183.9276577233428	170.94750461050413	2	11481	of	signared	signared	2	8	8
5	182.0991601931487	168.87393241023784	3	24741	the	controct	controct	3	8	8
6	55.19063604030633	-2444.178234900894	5	2	privy	communication	communication	5	13	13
7	143.7241127064802	-714.5542605196162	7	72	council	experiment	experiment	7	10	10
8	179.95923372704985	165.92585027723248	2	9507	in	perform	perform	2	7	7
9	146.9592577139424	8.893901500454822	6	109	battle	home	home	6	4	4
10	179.38456401815083	160.34867480060058	2	2657	on	remide	remide	2	6	6
11	104.63822927898796	5.002338394202963	8	115	february	consum	consum	8	6	6
12	170.28246064532547	138.72107723933848	5	447	these	moteon	moteon	5	6	6
13	182.2217659370182	159.1433363482693	3	2183	are	feamer	feamer	3	6	6
14	168.4884917279798	136.0060875130652	6	582	called	harved	harved	6	6	6
15	124.8044361194609	-2229.881323377338	8	8	marching	mannan	mannan	8	6	6
16	140.4622099502662	-1827.2204969406123	11	24	instruments	mantage	mantage	11	7	7
17	165.5202417808774	151.25158237034134	3	9093	and	concent	concent	3	7	7
18	157.36013003852506	-968.3150054549576	5	60	sound	alon	alon	5	4	4
19	175.45114193096148	105.22100096064528	4	168	play	table	table	4	5	5
20	175.97546612657754	143.96551120250152	4	388	very	partise	partise	4	7	7
21	165.48273030093242	-425.7149271257112	7	82	similar	belgian	belgian	7	7	7
22	191.84555185194236	174.5595943250269	2	6987	to	fungs	fungs	2	5	5
23	163.861305385822	100.35185016119816	6	278	played	meas	meas	6	4	4
24	146.1788252098287	-1764.7735636395182	7	26	concert	excent	excent	7	6	6
25	126.7063496036553	-2276.666873146035	5	6	halls	gelegerapped	gelegerapped	5	12	12
26	176.4956297179039	158.50090924750637	2	1257	an	milar	milar	2	5	5
27	152.8302115802504	-1882.4504624755589	7	23	attempt	counter	counter	7	7	7
